dir_name,thread_num,total_read_time(ms),total_read_time(s),
/mnt/beegfs/test_dir_4KB_10428,1,9337,9.337
/mnt/beegfs/test_dir_4KB_10428,2,4993,4.993
/mnt/beegfs/test_dir_4KB_10428,4,3115,3.115
/mnt/beegfs/test_dir_4KB_10428,8,1558,1.558
/mnt/beegfs/test_dir_4KB_10428,16,749,0.749
/mnt/beegfs/test_dir_4KB_10428,32,265,0.265
/mnt/beegfs/test_dir_4KB_10428,64,279,0.279
/mnt/beegfs/test_dir_4KB_10428,128,684,0.684
/mnt/beegfs/test_dir_4KB_10428,256,1506,1.506
/mnt/beegfs/test_dir_4KB_10428,512,3124,3.124
/mnt/beegfs/test_dir_4KB_10428,1024,7062,7.062
/mnt/beegfs/test_dir_4KB_10428,1,8839,8.839
/mnt/beegfs/test_dir_4KB_10428,2,5498,5.498
/mnt/beegfs/test_dir_4KB_10428,4,2955,2.955
/mnt/beegfs/test_dir_4KB_10428,8,1596,1.596
/mnt/beegfs/test_dir_4KB_10428,16,759,0.759
/mnt/beegfs/test_dir_4KB_10428,32,441,0.441
/mnt/beegfs/test_dir_4KB_10428,64,409,0.409
/mnt/beegfs/test_dir_4KB_10428,128,741,0.741
/mnt/beegfs/test_dir_4KB_10428,256,1563,1.563
/mnt/beegfs/test_dir_4KB_10428,512,3106,3.106
/mnt/beegfs/test_dir_4KB_10428,1024,7679,7.679
/mnt/beegfs/test_dir_4KB_10428,1,9138,9.138
/mnt/beegfs/test_dir_4KB_10428,2,5376,5.376
/mnt/beegfs/test_dir_4KB_10428,4,3158,3.158
/mnt/beegfs/test_dir_4KB_10428,8,1573,1.573
/mnt/beegfs/test_dir_4KB_10428,16,782,0.782
/mnt/beegfs/test_dir_4KB_10428,32,453,0.453
/mnt/beegfs/test_dir_4KB_10428,64,416,0.416
/mnt/beegfs/test_dir_4KB_10428,128,744,0.744
/mnt/beegfs/test_dir_4KB_10428,256,1460,1.46
/mnt/beegfs/test_dir_4KB_10428,512,2954,2.954
/mnt/beegfs/test_dir_4KB_10428,1024,8129,8.129
